eventId,eventUid,eventName,eventCategory,eventLocation,clubId,clubLogin,clubName,eventAttendees,eventPriceRange,eventButtonLabel,eventBadges,totalTicketsSoldValue,checkbox_id,displayType,registered,waiting_list,eventTags,coHostId,custom_time_instruction,checkin,registrationStatus,printTicket,eventTimezone,ariaEventDetails,ariaEventDetailsWithLocation,parentEventIds,all_results_hidden,hybrid,dayofweek,month,day,year,time,eventDates,hour
300329627,7448d8ab01c7b03efede66fea3d59900,Highly effective job search: Get your Job Search Project ready_Lesson 1,Online,Online Event,300002411.0,tcalumni,Talent & Careers for Alumni,47.0,FREE,Register,OnlineAlumni events,0.00,300329627.0,event,Unknown,,OnlineAlumni events,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Highly effective job search: Get your Job Search Project ready underscore Lesson 1. Monday, 11 December 2023 At 3:00 PM, (GMT+1).","Highly effective job search: Get your Job Search Project ready underscore Lesson 1. Monday, 11 December 2023 At 3:00 PM, (GMT+1). Online Event.",Highly Effective Job Search Course December 11 - 14,,Unknown,Mon,Dec,11.0,2023.0,3 PM – 4:30 PM,Unknown,15.0
300261530,90e2d8c3ffe7b54327d3842048b36f81,Football Sundays,On Campus,MEAT - https://maps.app.goo.gl/8Rk5tpBoa9FrRDUr6,200000038.0,ienorthamericaclub,IE North America Club,1.0,FREE,Register,On CampusCultureSports,0.00,300261530.0,event,Unknown,,On CampusCultureSports,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Football Sundays. Sunday, 10 December 2023 At 3:00 PM, (GMT+1).","Football Sundays. Sunday, 10 December 2023 At 3:00 PM, (GMT+1). MEAT - https: slash slash maps.app.goo.gl slash 8Rk5tpBoa9FrRDUr6.",Unknown,,Unknown,Sun,Dec,10.0,2023.0,3 PM – 9 PM,Unknown,15.0
300366628,afd130d82fec21e81179839563b958b1,Venture Network - Beyond Capital: Leading Record-breaking €105M Seed Funding,Hybrid,"IE TOWER, 24th floor Meeting link",300002413.0,ieeic,IE Entrepreneurship & Innovation Center,351.0,FREE,Event Details,HybridAlumni eventsEntrepreneurshipZoom,0.00,300366628.0,event,registered,,HybridAlumni eventsEntrepreneurshipZoom,"IE Entrepreneurship Club, IE Private Equity & Venture Capital Club MIX",Unknown,0.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307142779&uid=1d909b49-b908-11ee-b416-0a31732c095b&ts=22514524&auth=fda68a8be234e4e78aee7cd2a020e774eb6f829d31e1bc1eb26d6bcc05a3c84a,(GMT+1),"Venture Network - Beyond Capital: Leading Record-breaking €105M Seed Funding. Thursday, 25 January 2024 At 7:00 PM, (GMT+1).","Venture Network - Beyond Capital: Leading Record-breaking €105M Seed Funding. Thursday, 25 January 2024 At 7:00 PM, (GMT+1). IE TOWER, 24th floor.",Unknown,,hybrid,Thu,Jan,25.0,2024.0,7 PM – 9 PM,Unknown,19.0
300366956,fa560812d6aaa04c5b55fec935769886,AI Paper of the Week (PoW) Series,On Campus,TBD,300003041.0,ieroboticsai,IE Robotics & AI Club,18.0,FREE,Event Details,On CampusAcademic / researchTech & Data,0.00,300366956.0,event,registered,,On CampusAcademic / researchTech & Data,0,Unknown,1.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307142892&uid=31fb1044-b914-11ee-b416-0a31732c095b&ts=22514524&auth=b2720e7eff2e09e410de9a90def1dbbbe7debede5e5b78819ecaeb5acbe0c12d,(GMT+1),"AI Paper of the Week ( PoW ) Series. Thursday, 25 January 2024 At 5:30 PM, (GMT+1).","AI Paper of the Week ( PoW ) Series. Thursday, 25 January 2024 At 5:30 PM, (GMT+1). TBD.",Unknown,,Unknown,Thu,Jan,25.0,2024.0,5:30 PM – 6:30 PM,Unknown,17.5
300360289,e9724325d95f740f8c3bb4d23c5f7b99,"Our Future: Book presentation and conversation with former President of Colombia, Iván Duque",On Campus,"IE TOWER, T-19.02 & 19.04 Zoom link",300002675.0,GPAUndergradstudents,"IE School of Politics, Economics and Global Affairs",234.0,FREE,Event Details,On CampusGlobal affairs / international r...,0.00,300360289.0,event,registered,,On CampusGlobal affairs / international r...,0,Unknown,0.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307136759&uid=4dac4cb1-b3da-11ee-b416-0a31732c095b&ts=22514524&auth=e5b4961386f75f7143e1f2d5a6924ae0a42299696c84ca515d9db9a85b809add,(GMT+1),"Our Future: Book presentation and conversation with former President of Colombia, Iván Duque. Thursday, 25 January 2024 At 5:30 PM, (GMT+1).","Our Future: Book presentation and conversation with former President of Colombia, Iván Duque. Thursday, 25 January 2024 At 5:30 PM, (GMT+1). IE TOWER, T-19.02 and 19.04.",Unknown,,hybrid,Thu,Jan,25.0,2024.0,5:30 PM – 6:30 PM,Unknown,17.5
300366806,5b559bf7d9fd4f61c351fd0129f62e8d,Session with the President of Ecuador: How to address the current internal armed conflict,On Campus,"IE TOWER, Auditorium,. floor -4",300002100.0,IEIR,IE Institutional Relations,639.0,FREE,Event Details,On CampusIE Tower,0.00,300366806.0,event,registered,,On CampusIE Tower,0,Unknown,1.0,Waiting List,student_receipt?save_as_pdf=1&js=1&rsvp_id=307144698&uid=95ec6aae-b9f4-11ee-b416-0a31732c095b&ts=22514525&auth=a1b12111682e4895c64a8cf6142306995641924c1e0ed4d1e6b2db9a9cbda2bd,(GMT+1),"Session with the President of Ecuador: How to address the current internal armed conflict. Thursday, 25 January 2024 At 3:00 PM, (GMT+1).","Session with the President of Ecuador: How to address the current internal armed conflict. Thursday, 25 January 2024 At 3:00 PM, (GMT+1). IE TOWER, Auditorium,. floor -4.",Unknown,,Unknown,Thu,Jan,25.0,2024.0,3 PM – 4:30 PM,Unknown,15.0
300330121,a7e4cf2c25952ca7404bdd8ff72487ac,Intergovernmental Organizations Day (IGOs Day),On Campus,"IE TOWER, Floor -4",200000640.0,TalentCareers,Talent and Careers,660.0,FREE,Event Details,"On CampusCommunity / networkingDiversity, Inclusion and BelongingEmployer Relations - T&CGlobal affairs / international r...SustainabilityUN2030",0.00,300330121.0,event,registered,,"On CampusCommunity / networkingDiversity, Inclusion and BelongingEmployer Relations - T&CGlobal affairs / international r...SustainabilityUN2030",0,Unknown,1.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307142740&uid=ac664406-b902-11ee-b416-0a31732c095b&ts=22514525&auth=ef3e121c2aa21345543d81aa0884e2a60c0861682fc64f546982f74203975fea,(GMT+1),"Intergovernmental Organizations Day ( IGOs Day ) . Thursday, 25 January 2024 At 12:45 PM, (GMT+1).","Intergovernmental Organizations Day ( IGOs Day ) . Thursday, 25 January 2024 At 12:45 PM, (GMT+1). IE TOWER, Floor -4.",Unknown,,Unknown,Thu,Jan,25.0,2024.0,12:45 PM – 5 PM,Unknown,12.75
300355428,cc2db88b6f08bd17f3d943c704b6ceaf,Red Bull HQ Graduate Program Info Session,Online,Online Event Teams link,200000640.0,TalentCareers,Talent and Careers,282.0,FREE,Event Details,OnlineEmployer Relations - T&C,0.00,300355428.0,event,registered,,OnlineEmployer Relations - T&C,IE Alumni DACH Region,Unknown,0.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307142487&uid=86395c6f-b88c-11ee-b416-0a31732c095b&ts=225145213&auth=186440a70d43ec36927405c36b9441085832b0d7a476ea23648265bf1842718c,(GMT+1),"Red Bull HQ Graduate Program Info Session. Monday, 22 January 2024 At 3:00 PM, (GMT+1).","Red Bull HQ Graduate Program Info Session. Monday, 22 January 2024 At 3:00 PM, (GMT+1). Online Event.",Unknown,,Unknown,Mon,Jan,22.0,2024.0,3 PM – 4 PM,Unknown,15.0
300252934,f5e52822387003bec9b4c0bb08e63ed4,Music Wednesday - New Years Celebration!,On Campus,"IE TOWER, Piano Lounge ( Tower, floor -4)",200000131.0,iecampuslife,IE Campus Life,287.0,FREE,Event Details,On CampusArts & humanitiesCommunity / networking,0.00,300252934.0,event,registered,,On CampusArts & humanitiesCommunity / networking,"IE Music Club, IE Creativity Center , IE Foundation, IE School of Humanities",Unknown,0.0,Unknown,student_receipt?save_as_pdf=1&js=1&rsvp_id=307127260&uid=0a6607df-ab19-11ee-b416-0a31732c095b&ts=225145227&auth=891386971c60be4cb9cbee51b7ee0d400a9ad4bcc93297be62dd6ef4d4ff9863,(GMT+1),"Music Wednesday - New Years Celebration! Wednesday, 10 January 2024 At 6:00 PM, (GMT+1).","Music Wednesday - New Years Celebration! Wednesday, 10 January 2024 At 6:00 PM, (GMT+1). IE TOWER, Piano Lounge ( Tower, floor -4 ) .",Unknown,,Unknown,Wed,Jan,10.0,2024.0,6 PM – 8 PM,Unknown,18.0
300316779,e78d5060624941bc624c42f9f8f989bc,Saturday Weekly Running Practices,Off Campus,Private Location (register to display),300002813.0,ierunners,IE Runners Club MIX,1.0,FREE,Register,Off CampusAthletic CenterOutdoor activitiesSportsWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...,0.00,300316779.0,event,Unknown,,Off CampusAthletic CenterOutdoor activitiesSportsWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Saturday Weekly Running Practices. Saturday, 09 December 2023 At 10:30 AM, (GMT+1).","Saturday Weekly Running Practices. Saturday, 09 December 2023 At 10:30 AM, (GMT+1). Private Location ( register to display ) .",Weekly Running Practices,,Unknown,Sat,Dec,9.0,2023.0,10:30 AM – 11:30 AM,Unknown,10.5
300344314,e91ae83d3199a3cd073806e4f440a2ad,Segovia Campus Tutoring Session: Applied Business Mathematics (Final Exam Preparation),Hybrid,CAMPUS SEGOVIA,300003074.0,ieMathSC,IE Math Club MIX,2.0,FREE,Register,Hybrid,0.00,300344314.0,event,Unknown,,Hybrid,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Segovia Campus Tutoring Session: Applied Business Mathematics ( Final Exam Preparation ) . Friday, 08 December 2023 At 5:00 PM, (GMT+1).","Segovia Campus Tutoring Session: Applied Business Mathematics ( Final Exam Preparation ) . Friday, 08 December 2023 At 5:00 PM, (GMT+1). CAMPUS SEGOVIA.",Unknown,,hybrid,Fri,Dec,8.0,2023.0,5 PM – 6:30 PM,Unknown,17.0
300333043,06ea0405e287acbec3307740466a2154,Holiday Gathering with the Bulgarian Ambassador,Off Campus,Bulgarian Embassy in Madrid,300020641.0,iebulgariaclub,IE Bulgaria Club,0.0,FREE,Register,Off CampusCommunity / networking,0.00,300333043.0,event,Unknown,,Off CampusCommunity / networking,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Holiday Gathering with the Bulgarian Ambassador. Friday, 08 December 2023 At 3:00 PM, (GMT+1).","Holiday Gathering with the Bulgarian Ambassador. Friday, 08 December 2023 At 3:00 PM, (GMT+1). Bulgarian Embassy in Madrid.",Unknown,,Unknown,Fri,Dec,8.0,2023.0,3 PM – 4 PM,Unknown,15.0
300335125,f08651cbc7dafd75ba81c4bced873cfb,IE Arts and Business Club in Art Miami,Off Campus,Aurora Vigil-Escalera´s Booth at Art Miami (Booth 338),200000063.0,ieieabc,IE Arts & Business Club,0.0,FREE,Register,Off CampusAlumni eventsArts & humanitiesCreativityLuxury goods,0.00,300335125.0,event,Unknown,,Off CampusAlumni eventsArts & humanitiesCreativityLuxury goods,0,Unknown,0.4375,10 Spots Left,Unknown,EST (GMT-5),"IE Arts and Business Club in Art Miami. Friday, 08 December 2023 At 3:00 PM, EST (GMT-5).","IE Arts and Business Club in Art Miami. Friday, 08 December 2023 At 3:00 PM, EST (GMT-5). Aurora Vigil-Escalera´s Booth at Art Miami ( Booth 338 ) .",Unknown,,Unknown,Fri,Dec,8.0,2023.0,3 PM – 4 PM,Unknown,15.0
300340844,8bbd7a6086a630fd6a630adb9b561431,SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL,On Campus,"IE TOWER, IE athletic center",200000126.0,ievolleyball,IE Volleyball Club,5.0,FREE,Register,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0.00,300340844.0,event,Unknown,,"On CampusCommunicationCommunity / networkingCultureDiversity, Inclusion and BelongingIE Athletic CenterIE TowerSportsWellness / wellbeing",0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL. Thursday, 07 December 2023 At 10:00 PM, (GMT+1).","SOCIAL VOLLEYBALL PRACTICE - OPEN TO ALL. Thursday, 07 December 2023 At 10:00 PM, (GMT+1). IE TOWER, IE athletic center.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,10 PM – 11 PM,Unknown,22.0
300334228,b49dd4bf0b9c0b0ee5f08e65e12bb76f,Segovia Swimming Practice,Off Campus,La Lastrilla,300002888.0,iesportswellbeing,Sports & Well-Being,6.0,FREE,Register,Off CampusSegovia CampusSportsSports Area (Segovia),0.00,300334228.0,event,Unknown,,Off CampusSegovia CampusSportsSports Area (Segovia),0,Unknown,0.4375,1 Spots Left,Unknown,(GMT+1),"Segovia Swimming Practice. Thursday, 07 December 2023 At 8:00 PM, (GMT+1).","Segovia Swimming Practice. Thursday, 07 December 2023 At 8:00 PM, (GMT+1). La Lastrilla.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,8 PM – 9 PM,Unknown,20.0
300332319,c14adf5b9572a6895e86163898ed8716,Segovia Men & Women's Badminton Practice Thursdays,Off Campus,La Lastrilla,300002888.0,iesportswellbeing,Sports & Well-Being,6.0,FREE,Register,Off CampusSegovia CampusSportsSports Area (Segovia),0.00,300332319.0,event,Unknown,,Off CampusSegovia CampusSportsSports Area (Segovia),0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Segovia Men and Women’s Badminton Practice Thursdays. Thursday, 07 December 2023 At 7:00 PM, (GMT+1).","Segovia Men and Women’s Badminton Practice Thursdays. Thursday, 07 December 2023 At 7:00 PM, (GMT+1). La Lastrilla.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,7 PM – 9 PM,Unknown,19.0
300256013,9d263b8a5c324a8e6b514964057474ac,HIP HOP- DANCE CLUB,Off Campus,Creativity Center,300001855.0,iedanceSG,IE Dance Club SC,7.0,FREE,Register,Off CampusAlumni eventsArts & humanitiesCreativity CenterIE Athletic Center,0.00,300256013.0,event,Unknown,,Off CampusAlumni eventsArts & humanitiesCreativity CenterIE Athletic Center,IE Creativity Center,Unknown,0.4375,Unknown,Unknown,(GMT+1),"HIP HOP- DANCE CLUB. Thursday, 07 December 2023 At 7:00 PM, (GMT+1).","HIP HOP- DANCE CLUB. Thursday, 07 December 2023 At 7:00 PM, (GMT+1). Creativity Center.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,7 PM – 8:30 PM,Unknown,19.0
300332540,16c8bd69f401079196b38414782c77ed,Law in Style,Off Campus,Creativity Center,200000021.0,ieulawsoc,IE Law Society MIX,22.0,FREE,Register,Off CampusCreativity CenterLegal / lawMedia / EntertainmentSegovia Campus,0.00,300332540.0,event,Unknown,,Off CampusCreativity CenterLegal / lawMedia / EntertainmentSegovia Campus,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Law in Style. Thursday, 07 December 2023 At 6:30 PM, (GMT+1).","Law in Style. Thursday, 07 December 2023 At 6:30 PM, (GMT+1). Creativity Center.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,6:30 PM – 8:30 PM,Unknown,18.5
300253705,210bf4fa58f1284c25761ad1d785062f,AI Paper of the Week (PoW) Series,On Campus,"IE TOWER, Robotics Lab, Floor 5",300003041.0,ieroboticsai,IE Robotics & AI Club,2.0,FREE,Register,On CampusTech & Data,0.00,300253705.0,event,Unknown,,On CampusTech & Data,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"AI Paper of the Week ( PoW ) Series. Thursday, 07 December 2023 At 5:00 PM, (GMT+1).","AI Paper of the Week ( PoW ) Series. Thursday, 07 December 2023 At 5:00 PM, (GMT+1). IE TOWER, Robotics Lab, Floor 5.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,5 PM – 6 PM,Unknown,17.0
300333624,b271a02cc1d9c8c57c1b90a9ad5efa1c,Argentinian Elections: Liberty or Despair?,Hybrid,"IE TOWER, T-20.02",200000642.0,ieplesociety,IE PPLE Society MIX,64.0,FREE,Register,HybridDebateEconomicsGlobal affairs / international r...IE TowerPublic & Institutional Relations,0.00,300333624.0,event,Unknown,,HybridDebateEconomicsGlobal affairs / international r...IE TowerPublic & Institutional Relations,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Argentinian Elections: Liberty or Despair? Thursday, 07 December 2023 At 5:00 PM, (GMT+1).","Argentinian Elections: Liberty or Despair? Thursday, 07 December 2023 At 5:00 PM, (GMT+1). IE TOWER, T-20.02.",Unknown,,hybrid,Thu,Dec,7.0,2023.0,5 PM – 6 PM,Unknown,17.0
300304079,7b263fef67268a4272ae5fd24a29d98b,Boxing Classes Segovia,Off Campus,Private Location (register to display),300002888.0,iesportswellbeing,Sports & Well-Being,2.0,FREE,Register,Off CampusSportsWell-being,0.00,300304079.0,event,Unknown,,Off CampusSportsWell-being,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Boxing Classes Segovia. Thursday, 07 December 2023 At 3:30 PM, (GMT+1).","Boxing Classes Segovia. Thursday, 07 December 2023 At 3:30 PM, (GMT+1). Private Location ( register to display ) .",Unknown,,Unknown,Thu,Dec,7.0,2023.0,3:30 PM – 4:30 PM,Unknown,15.5
300351695,ae3f51e578290a1391c8a00032ba35bb,CALCULUS TUTORING FINAL Second year BSCAI,On Campus,IE TOWER,300003074.0,ieMathSC,IE Math Club MIX,0.0,FREE,Register,On Campus,0.00,300351695.0,event,Unknown,,On Campus,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"CALCULUS TUTORING FINAL Second year BSCAI. Thursday, 07 December 2023 At 1:30 PM, (GMT+1).","CALCULUS TUTORING FINAL Second year BSCAI. Thursday, 07 December 2023 At 1:30 PM, (GMT+1). IE TOWER.",Unknown,,Unknown,Thu,Dec,7.0,2023.0,1:30 PM – 3:20 PM,Unknown,13.5
300351575,f78d606ade893eb1d5d602ed37243eb1,Goodbye hike and hot chocolate,Off Campus,Segovia campus surroundings,300010577.0,hikingClub,IE Hiking Club SC,10.0,FREE,Register,Off CampusOutdoor activitiesWell-being,0.00,300351575.0,event,Unknown,,Off CampusOutdoor activitiesWell-being,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Goodbye hike and hot chocolate. Wednesday, 06 December 2023 At 10:00 AM, (GMT+1).","Goodbye hike and hot chocolate. Wednesday, 06 December 2023 At 10:00 AM, (GMT+1). Segovia campus surroundings.",Unknown,,Unknown,Wed,Dec,6.0,2023.0,10 AM – 11:30 AM,Unknown,10.0
300348183,0518e7c799a11e7b2a10066ea96b5fd8,Segovia Basketball Women's Practice,Off Campus,La Lastrilla,300002888.0,iesportswellbeing,Sports & Well-Being,0.0,FREE,Register,Off CampusSegovia CampusSportsSports Area (Segovia),0.00,300348183.0,event,Unknown,,Off CampusSegovia CampusSportsSports Area (Segovia),0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Segovia Basketball Women’s Practice. Tuesday, 05 December 2023 At 9:30 PM, (GMT+1).","Segovia Basketball Women’s Practice. Tuesday, 05 December 2023 At 9:30 PM, (GMT+1). La Lastrilla.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,9:30 PM – 11 PM,Unknown,21.5
300334227,64a03375f95f451b7d9afc85ecb37a6d,Segovia Swimming Practice,Off Campus,La Lastrilla,300002888.0,iesportswellbeing,Sports & Well-Being,3.0,FREE,Register,Off CampusSegovia CampusSportsSports Area (Segovia),0.00,300334227.0,event,Unknown,,Off CampusSegovia CampusSportsSports Area (Segovia),0,Unknown,0.4375,4 Spots Left,Unknown,(GMT+1),"Segovia Swimming Practice. Tuesday, 05 December 2023 At 8:00 PM, (GMT+1).","Segovia Swimming Practice. Tuesday, 05 December 2023 At 8:00 PM, (GMT+1). La Lastrilla.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,8 PM – 9 PM,Unknown,20.0
300340070,35f132b10aa983eb7ef122e93b80887c,Closing Event: Stammtisch,Off Campus,"Café Jeyma, Plaza Mayor",300003015.0,iegermansocietySG,IE German Society MIX,12.0,FREE,Register,Off CampusCommunity / networkingCultureDiversity,0.00,300340070.0,event,Unknown,,Off CampusCommunity / networkingCultureDiversity,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Closing Event: Stammtisch. Tuesday, 05 December 2023 At 8:00 PM, (GMT+1).","Closing Event: Stammtisch. Tuesday, 05 December 2023 At 8:00 PM, (GMT+1). Café Jeyma, Plaza Mayor.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,8 PM – 10:30 PM,Unknown,20.0
300333920,d9bc86ff0ec7bd57255d63d13c6ead95,Workshop: Investment Process & Compliance,On Campus,"MARIA DE MOLINA, 31, Area 31, Basement",300003052.0,elsa,ELSA IE,22.0,FREE,Register,On CampusFinance / Investing / Insurance ...Legal / law,0.00,300333920.0,event,Unknown,,On CampusFinance / Investing / Insurance ...Legal / law,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Workshop: Investment Process and Compliance. Tuesday, 05 December 2023 At 7:30 PM, (GMT+1).","Workshop: Investment Process and Compliance. Tuesday, 05 December 2023 At 7:30 PM, (GMT+1). MARIA DE MOLINA, 31, Area 31, Basement.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,7:30 PM – 8:30 PM,Unknown,19.5
300316729,7776238d5df4806de4cca491e8abe0c1,Tuesday Weekly Running Practices,Off Campus,Private Location (register to display),300002813.0,ierunners,IE Runners Club MIX,5.0,FREE,Register,Off CampusAthletic CenterOutdoor activitiesSportsWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...,0.00,300316729.0,event,Unknown,,Off CampusAthletic CenterOutdoor activitiesSportsWellness / wellbeing - Mental We...Wellness / wellbeing - Physical ...,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Weekly Running Practices. Tuesday, 05 December 2023 At 7:00 PM, (GMT+1).","Tuesday Weekly Running Practices. Tuesday, 05 December 2023 At 7:00 PM, (GMT+1). Private Location ( register to display ) .",Weekly Running Practices,,Unknown,Tue,Dec,5.0,2023.0,7 PM – 8 PM,Unknown,19.0
300334173,94829fff351284fb599386ad10762999,Gender Based Violence in Eastern and Southern Africa - Learning through discussing,On Campus,"CAMPUS SEGOVIA, Sala Capitular",300002914.0,iegirlupSG,IE Girl Up Club SC,4.0,FREE,Register,"On CampusDiversity, Inclusion and BelongingEducation",0.00,300334173.0,event,Unknown,,"On CampusDiversity, Inclusion and BelongingEducation","IE Africa Club MIX, IE Campus Life",Unknown,0.4375,Unknown,Unknown,(GMT+1),"Gender Based Violence in Eastern and Southern Africa - Learning through discussing. Tuesday, 05 December 2023 At 6:30 PM, (GMT+1).","Gender Based Violence in Eastern and Southern Africa - Learning through discussing. Tuesday, 05 December 2023 At 6:30 PM, (GMT+1). CAMPUS SEGOVIA, Sala Capitular.",UN 16 Days of Activism Against Gender-Based Violence,,Unknown,Tue,Dec,5.0,2023.0,6:30 PM – 7:30 PM,Unknown,18.5
300329579,d3da9db69e5ee706df8200775fccb28d,Improv Debate 1: The heritage of colonisation,On Campus,"IE TOWER, T20.02",300001910.0,iethea,IE Improv Club,10.0,FREE,Register,On CampusCommunicationCreativityDebateIE TowerPublic speaking / storytelling  ...,0.00,300329579.0,event,Unknown,,On CampusCommunicationCreativityDebateIE TowerPublic speaking / storytelling  ...,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Improv Debate 1: The heritage of colonisation. Tuesday, 05 December 2023 At 6:00 PM, (GMT+1).","Improv Debate 1: The heritage of colonisation. Tuesday, 05 December 2023 At 6:00 PM, (GMT+1). IE TOWER, T20.02.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,6 PM – 7:20 PM,Unknown,18.0
300321314,2bf1fbe0fe037a2c0f7a2ecec2ce2dc9,INDIA CAREERS INFO SESSION,Online,Online Event,200000640.0,TalentCareers,Talent and Careers,15.0,FREE,Register,Online,0.00,300321314.0,event,Unknown,,Online,IE India Club MIX,Unknown,0.4375,Unknown,Unknown,(GMT+1),"INDIA CAREERS INFO SESSION. Tuesday, 05 December 2023 At 4:30 PM, (GMT+1).","INDIA CAREERS INFO SESSION. Tuesday, 05 December 2023 At 4:30 PM, (GMT+1). Online Event.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,4:30 PM – 5:30 PM,Unknown,16.5
300334402,a4430054bfa53da90834689240d4a767,Segovia Yoga Practice at the Creativity Center,Off Campus,Creativity Center,300002888.0,iesportswellbeing,Sports & Well-Being,6.0,FREE,Register,Off CampusCreativity CenterSegovia CampusSportsSports Area (Segovia),0.00,300334402.0,event,Unknown,,Off CampusCreativity CenterSegovia CampusSportsSports Area (Segovia),IE Creativity Center,Unknown,0.4375,18 Spots Left,Unknown,(GMT+1),"Segovia Yoga Practice at the Creativity Center. Tuesday, 05 December 2023 At 4:00 PM, (GMT+1).","Segovia Yoga Practice at the Creativity Center. Tuesday, 05 December 2023 At 4:00 PM, (GMT+1). Creativity Center.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,4 PM – 6 PM,Unknown,16.0
300304078,9b36c36cbc102f729de19b4fc96b0340,Boxing Classes Segovia,Off Campus,Private Location (register to display),300002888.0,iesportswellbeing,Sports & Well-Being,2.0,FREE,Register,Off CampusSportsWell-being,0.00,300304078.0,event,Unknown,,Off CampusSportsWell-being,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Boxing Classes Segovia. Tuesday, 05 December 2023 At 3:30 PM, (GMT+1).","Boxing Classes Segovia. Tuesday, 05 December 2023 At 3:30 PM, (GMT+1). Private Location ( register to display ) .",Unknown,,Unknown,Tue,Dec,5.0,2023.0,3:30 PM – 4:30 PM,Unknown,15.5
300329489,b1da336f0001f1a6daec612cd2418dae,Careers Info Session for LATAM,Online,Online Event,300002411.0,tcalumni,Talent & Careers for Alumni,12.0,FREE,Register,OnlineAlumni events,0.00,300329489.0,event,Unknown,,OnlineAlumni events,Talent and Careers,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Careers Info Session for LATAM. Tuesday, 05 December 2023 At 3:30 PM, (GMT+1).","Careers Info Session for LATAM. Tuesday, 05 December 2023 At 3:30 PM, (GMT+1). Online Event.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,3:30 PM – 4:30 PM,Unknown,15.5
300320425,1a60052996d60abb7c80560a28245aa7,Tuesday Open Office Hours,Online,Online Event,200000640.0,TalentCareers,Talent and Careers,0.0,Unknown,View,OnlineTuesday Open Office Hours Uni - T&C,0.00,300320425.0,event,Unknown,,OnlineTuesday Open Office Hours Uni - T&C,0,Check out the available sessions below & register for each one individually!,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours. Tuesday, 05 December 2023 At 3:00 PM, (GMT+1).","Tuesday Open Office Hours. Tuesday, 05 December 2023 At 3:00 PM, (GMT+1). Online Event.",Unknown,,Unknown,Tue,Dec,5.0,2023.0,3 PM – 4 PM,Unknown,15.0
300320427,69c4e23067636d0917ab125527a25c22,Tuesday Open Office Hours - Careers in CONSULTING,Online,Online Event Zoom link,200000640.0,TalentCareers,Talent and Careers,0.0,FREE,Register,Online,0.00,300320427.0,event,Unknown,,Online,0,Unknown,0.4375,Unknown,Unknown,(GMT+1),"Tuesday Open Office Hours - Careers in CONSULTING. Tuesday, 05 December 2023 At 3:00 PM, (GMT+1).","Tuesday Open Office Hours - Careers in CONSULTING. Tuesday, 05 December 2023 At 3:00 PM, (GMT+1). Online Event.",Tuesday Open Office Hours,,Unknown,Tue,Dec,5.0,2023.0,3 PM – 4 PM,Unknown,15.0
